LOGRECNO,GEOID,Population 15 years and over in the United States,Median income 
11525,86000US04066,365,39306
11526,86000US04068,1337,21756
11527,86000US04069,1202,29222
11528,86000US04071,4332,31447
11529,86000US04072,15893,28353
11530,86000US04073,12864,22829
11531,86000US04074,15379,37092
11532,86000US04076,2222,23696
11533,86000US04079,3232,30552
11534,86000US04083,3934,24485
11535,86000US04084,6658,29443
11536,86000US04085,1709,26708
11537,86000US04086,7401,29618
11538,86000US04087,1369,31207
11539,86000US04088,1502,16703
11540,86000US04090,8476,28844
11541,86000US04091,847,25639
11542,86000US04092,14467,26461
11543,86000US04093,6839,27918
11544,86000US04095,1051,20250
11545,86000US04096,6829,35327
11546,86000US04097,2851,37571
11547,86000US04101,15327,20882
11548,86000US04102,15026,26122
11549,86000US04103,25507,28986
11550,86000US04105,9347,40983
11551,86000US04106,20806,30644
11552,86000US04107,7341,42982
11553,86000US04108,770,30045
11554,86000US04109,64,36750
11555,86000US04110,1050,61207
11556,86000US04210,18663,26202
11557,86000US04216,389,18548
11558,86000US04217,2360,26052
11559,86000US04219,1301,20692
11560,86000US04220,2502,24449
11561,86000US04221,847,22292
11562,86000US04222,3178,30681
11563,86000US04224,2530,19609
11564,86000US04226,137,30903
11565,86000US04227,30,30000
11566,86000US04228,75,.
11567,86000US04231,209,23500
11568,86000US04234,109,14155
11569,86000US04236,3509,30250
11570,86000US04237,132,21250
11571,86000US04238,1264,20682
11572,86000US04239,3971,26169
11573,86000US04240,30056,20654
11574,86000US04250,3476,23036
11575,86000US04252,3879,26775
11576,86000US04253,1714,25984
11577,86000US04254,2533,21123
11578,86000US04255,730,26577
11579,86000US04256,2296,22257
11580,86000US04257,2179,15781
11581,86000US04258,2108,28767
11582,86000US04259,2481,35673
11583,86000US04260,4547,25500
11584,86000US04261,374,21544
11585,86000US04263,1719,28602
11586,86000US04265,821,31208
11587,86000US04267,54,9464
11588,86000US04268,4312,20874
11589,86000US04270,5036,23970
11590,86000US04271,0,.
11591,86000US04274,4346,30291
11592,86000US04275,440,26033
11593,86000US04276,4848,17318
11594,86000US04280,5598,26126
11595,86000US04281,4459,16895
11596,86000US04282,4538,27605
11597,86000US04284,881,31719
11598,86000US04285,425,21859
11599,86000US04286,149,26394
11600,86000US04287,2546,29375
11601,86000US04289,1524,22522
11602,86000US04290,1173,23646
11603,86000US04292,953,17788
11604,86000US04294,3288,22262
11605,86000US04330,21734,24091
11606,86000US04342,1393,25593
11607,86000US04343,79,31118
11608,86000US04344,2167,21398
11609,86000US04345,9828,27367
11610,86000US04346,1546,26930
11611,86000US04347,2123,28142
11612,86000US04348,2693,26148
11613,86000US04349,924,32470
11614,86000US04350,2857,27180
11615,86000US04351,2191,33125
11616,86000US04352,1321,25243
11617,86000US04353,1997,26269
11618,86000US04354,1341,28806
11619,86000US04355,2096,36194
11620,86000US04357,2841,28089
11621,86000US04358,3496,25969
11622,86000US04359,349,25408
11623,86000US04360,572,24650
11624,86000US04363,2131,28770
11625,86000US04364,4943,29995
11626,86000US04401,38149,21082
11627,86000US04406,565,21615
11628,86000US04408,122,30000
11629,86000US04410,873,22604
11630,86000US04411,1230,25529
11631,86000US04412,7714,26468
11632,86000US04413,158,25227
11633,86000US04414,1114,22549
11634,86000US04415,187,25313
11635,86000US04416,4498,21591
11636,86000US04417,255,20000
11637,86000US04418,1396,19235
11638,86000US04419,2363,26362
11639,86000US04421,1389,8032
11640,86000US04422,1169,20165
11641,86000US04424,667,16352
11642,86000US04426,3949,19594
11643,86000US04427,2197,24145
11644,86000US04428,2748,22469
11645,86000US04429,3841,27288
11646,86000US04430,1448,19431
11647,86000US04431,38,32500
11648,86000US04434,1015,22736
11649,86000US04435,824,20461
11650,86000US04438,1017,19663
11651,86000US04441,1684,21284
11652,86000US04442,64,18333
11653,86000US04443,2009,18063
11654,86000US04444,7249,33639
11655,86000US04448,1245,20108
11656,86000US04449,1181,22439
11657,86000US04450,921,30350
11658,86000US04451,194,17115
11659,86000US04453,659,19593
11660,86000US04454,46,13393
11661,86000US04455,943,26827
11662,86000US04456,2227,28191
11663,86000US04457,4584,17472
11664,86000US04459,895,17470
11665,86000US04460,1172,21607
11666,86000US04461,2633,22939
11667,86000US04462,4148,21003
11668,86000US04463,2241,18263
11669,86000US04464,575,18750
11670,86000US04468,8031,18582
11671,86000US04469,2651,3475
11672,86000US04471,459,19760
11673,86000US04472,1817,26553
11674,86000US04473,7094,14302
11675,86000US04474,3243,32790
11676,86000US04475,374,18000
11677,86000US04476,1033,20920
11678,86000US04478,295,13558
11679,86000US04479,1199,17557
11680,86000US04481,539,22375
11681,86000US04485,262,25221
11682,86000US04487,735,15507
11683,86000US04488,1075,25742
11684,86000US04489,256,40701
11685,86000US04490,208,18750
11686,86000US04491,80,17500
11687,86000US04492,155,17639
11688,86000US04493,1590,21356
11689,86000US04495,376,19813
11690,86000US04496,3090,29715
11691,86000US04497,368,16000
11692,86000US04530,9035,24534
11693,86000US04535,531,30000
11694,86000US04537,1654,28941
11695,86000US04538,1802,27839
11696,86000US04539,1051,31250
11697,86000US04541,112,29444
11698,86000US04543,1696,24360
11699,86000US04544,581,28594
11700,86000US04547,987,21803
11701,86000US04548,812,26250
11702,86000US04551,708,28875
11703,86000US04553,1458,30457
11704,86000US04554,718,26816
11705,86000US04555,1462,29422
11706,86000US04556,968,28300
11707,86000US04558,298,21442
11708,86000US04562,1895,30436
11709,86000US04563,1160,22865
11710,86000US04564,312,31690
11711,86000US04568,444,28750
11712,86000US04570,0,.
11713,86000US04571,392,21378
11714,86000US04572,4012,22136
11715,86000US04573,424,23500
11716,86000US04574,1289,25014
11717,86000US04575,57,56979
11718,86000US04576,591,27287
11719,86000US04578,3884,26186
11720,86000US04579,2541,31172
11721,86000US04605,11110,25372
11722,86000US04606,1021,22857
11723,86000US04607,966,21406
11724,86000US04609,4606,28154
11725,86000US04611,382,15263
11726,86000US04612,502,27424
11727,86000US04613,138,25762
11728,86000US04614,2140,25113
11729,86000US04616,806,24632
11730,86000US04617,718,26771
11731,86000US04619,2610,21439
11732,86000US04622,1150,22456
11733,86000US04623,1162,17004
11734,86000US04624,147,19091
11735,86000US04625,17,16250
11736,86000US04626,367,21307
11737,86000US04627,1374,20156
11738,86000US04628,563,19875
11739,86000US04629,213,31224
11740,86000US04630,1095,19788
11741,86000US04631,1279,20410
11742,86000US04634,1607,19313
11743,86000US04635,52,39000
11744,86000US04637,118,24844
11745,86000US04640,1786,25245
11746,86000US04642,52,23750
11747,86000US04643,825,18271
11748,86000US04644,0,.
11749,86000US04645,62,21429
11750,86000US04646,70,31071
11751,86000US04648,357,21250
11752,86000US04649,1140,17577
11753,86000US04650,162,20667
11754,86000US04652,1673,17024
11755,86000US04653,381,21607
11756,86000US04654,2762,18668
11757,86000US04655,970,19737
11758,86000US04657,308,21413
11759,86000US04658,1151,17324
11760,86000US04660,1201,40278
11761,86000US04662,392,32143
11762,86000US04664,943,22794
11763,86000US04666,1048,17411
11764,86000US04667,1247,19788
11765,86000US04668,1298,16140
11766,86000US04669,120,27500
11767,86000US04671,441,24324
11768,86000US04673,85,13542
11769,86000US04674,522,23854
11770,86000US04675,324,33365
11771,86000US04676,795,21250
11772,86000US04677,218,28393
11773,86000US04679,1579,21405
11774,86000US04680,897,18165
11775,86000US04681,1061,25131
11776,86000US04683,62,17946
11777,86000US04684,1425,25027
11778,86000US04685,256,20855
11779,86000US04686,86,26786
11780,86000US04691,413,25441
11781,86000US04693,433,24268
11782,86000US04694,1996,24036
11783,86000US04730,8430,19152
11784,86000US04732,1405,20668
11785,86000US04733,252,17452
11786,86000US04734,636,25365
11787,86000US04735,504,19338
11788,86000US04736,8107,20296
11789,86000US04739,784,20638
11790,86000US04740,1002,21228
11791,86000US04741,0,.
11792,86000US04742,2914,17332
11793,86000US04743,3834,24123
11794,86000US04745,925,20682
11795,86000US04746,429,17130
11796,86000US04747,1248,20231
11797,86000US04750,2102,19886
11798,86000US04756,2964,23025
11799,86000US04757,2236,25838
11800,86000US04758,1221,19385
11801,86000US04760,563,24050
11802,86000US04761,401,17847
11803,86000US04762,507,21467
11804,86000US04763,565,18077
11805,86000US04764,50,18571
11806,86000US04765,1222,20246
11807,86000US04766,321,24531
11808,86000US04768,378,30761
11809,86000US04769,8222,18232
11810,86000US04772,675,20915
11811,86000US04773,422,16848
11812,86000US04774,652,13986
11813,86000US04776,797,17500
11814,86000US04777,358,18571
11815,86000US04779,261,26771
11816,86000US04780,674,21944
11817,86000US04781,453,19868
11818,86000US04783,309,18456
11819,86000US04785,2473,16838
11820,86000US04786,1607,22540
11821,86000US04787,560,15759
11822,86000US04841,6189,21734
11823,86000US04843,4303,28306
11824,86000US04847,1246,25670
11825,86000US04848,555,30733
11826,86000US04849,3300,26266
11827,86000US04851,29,22917
11828,86000US04852,39,30313
11829,86000US04853,362,32269
11830,86000US04854,1461,26625
11831,86000US04855,243,28321
11832,86000US04856,2682,29676
11833,86000US04858,1162,28616
11834,86000US04859,320,19861
11835,86000US04860,1777,21889
11836,86000US04861,2316,26071
11837,86000US04862,3083,25660
11838,86000US04863,1009,23281
11839,86000US04864,3897,26898
11840,86000US04901,22160,20256
11841,86000US04910,1616,24267
11842,86000US04911,1775,19558
11843,86000US04912,883,19023
11844,86000US04915,6926,20965
11845,86000US04917,2386,27278
11846,86000US04918,286,29095
11847,86000US04920,1445,17364
11848,86000US04921,1185,20243
11849,86000US04922,1049,18578
11850,86000US04923,456,16597
11851,86000US04924,1790,22179
11852,86000US04925,80,21875
11853,86000US04926,41,.
11854,86000US04927,2770,21734
11855,86000US04928,1628,23932
11856,86000US04929,726,18788
11857,86000US04930,3758,20764
11858,86000US04932,1005,26467
11859,86000US04933,33,.
11860,86000US04936,215,25139
11861,86000US04937,5162,27141
11862,86000US04938,8534,16821
11863,86000US04939,947,20496
11864,86000US04940,28,.
11865,86000US04941,1304,20029
11866,86000US04942,998,17157
11867,86000US04943,1557,19133
11868,86000US04944,56,.
11869,86000US04945,994,20243
11870,86000US04947,1553,25865
11871,86000US04949,624,19563
11872,86000US04950,4039,21447
11873,86000US04951,830,23125
11874,86000US04952,1575,22971
11875,86000US04953,2744,18440
11876,86000US04955,1119,22012
11877,86000US04956,523,22692
11878,86000US04957,3588,24456
11879,86000US04958,1577,20000
11880,86000US04961,851,17717
11881,86000US04962,112,8378
11882,86000US04963,6208,29037
11883,86000US04964,151,27647
11884,86000US04965,1682,18852
11885,86000US04966,1579,22122
11886,86000US04967,3350,21544
11887,86000US04969,943,26047
11888,86000US04970,1358,23937
11889,86000US04971,1715,18538
11890,86000US04973,1303,23106
11891,86000US04974,2180,23166
11892,86000US04975,121,13576
11893,86000US04976,8140,20147
11894,86000US04978,745,26622
11895,86000US04979,926,21250
11896,86000US04981,1860,26481
11897,86000US04982,439,16929
11898,86000US04983,1333,21094
11899,86000US04984,473,21781
11900,86000US04985,66,30694
11901,86000US04986,1374,21056
11902,86000US04987,776,15781
11903,86000US04988,2047,11806
11904,86000US04989,3416,23447
11905,86000US04992,277,4181
11906,86000US05001,7856,30992
11907,86000US05031,98,44688
11908,86000US05032,2422,28780
11909,86000US05033,2162,23607
11910,86000US05034,199,36125
11911,86000US05035,475,27298
11912,86000US05036,833,32143
11913,86000US05037,532,36724
11914,86000US05038,1168,28207
11915,86000US05039,830,30294
11916,86000US05040,406,23813
11917,86000US05041,279,22143
11918,86000US05042,441,27339
11919,86000US05043,732,42461
11920,86000US05045,1618,31484
11921,86000US05046,962,23176
11922,86000US05048,2011,34833
11923,86000US05050,111,13631
11924,86000US05051,1370,27036
11925,86000US05052,207,26276
11926,86000US05053,296,35813
11927,86000US05055,2732,43614
11928,86000US05056,401,32969
11929,86000US05058,218,32929
11930,86000US05059,500,18262
11931,86000US05060,3881,25572
11932,86000US05061,1298,20997
11933,86000US05062,505,27443
11934,86000US05065,940,30741
11935,86000US05067,220,31343
11936,86000US05068,2662,23860
11937,86000US05069,424,29583
11938,86000US05070,392,33125
11939,86000US05071,251,44063
11940,86000US05072,463,34444
11941,86000US05075,964,36167
11942,86000US05076,339,22356
11943,86000US05077,939,31902
11944,86000US05079,594,24211
11945,86000US05081,442,21458
11946,86000US05083,110,25750
11947,86000US05084,44,46196
11948,86000US05086,636,24570
11949,86000US05089,4311,25442
11950,86000US05091,2907,39857
11951,86000US05101,3904,21202
11952,86000US05141,83,13625
11953,86000US05142,661,24125
11954,86000US05143,3546,27984
11955,86000US05146,540,21875
11956,86000US05148,973,26505
11957,86000US05149,1855,23710
11958,86000US05150,805,23978
11959,86000US05151,940,23862
11960,86000US05152,377,32273
11961,86000US05153,690,22286
11962,86000US05154,567,31994
11963,86000US05155,489,30288
11964,86000US05156,7825,27248
11965,86000US05158,1000,30134
11966,86000US05161,515,31953
11967,86000US05201,11857,20879
11968,86000US05250,3057,30165
11969,86000US05251,1200,31802
11970,86000US05252,264,31359
11971,86000US05253,552,32365
11972,86000US05254,257,40469
11973,86000US05255,3326,24801
11974,86000US05257,2289,15500
11975,86000US05260,406,23138
11976,86000US05261,2250,30487
11977,86000US05262,2367,29574
11978,86000US05301,14128,25891
11979,86000US05340,609,33510
11980,86000US05341,423,29044
11981,86000US05342,416,26339
11982,86000US05343,670,21615
11983,86000US05345,1880,29792
11984,86000US05346,4224,25926
11985,86000US05350,634,20903
11986,86000US05352,742,26071
11987,86000US05353,841,27448
11988,86000US05354,1721,29128
11989,86000US05355,534,20153
11990,86000US05356,745,24245
11991,86000US05358,168,29375
11992,86000US05359,469,26280
11993,86000US05360,181,22065
11994,86000US05361,734,28802
11995,86000US05362,114,33750
11996,86000US05363,2306,30654
11997,86000US05401,25086,18531
11998,86000US05403,15220,34087
11999,86000US05404,6141,25632
12000,86000US05405,4259,4109
12001,86000US05408,8666,32581
12002,86000US05439,1697,4653
12003,86000US05440,1474,28315
12004,86000US05441,841,32063
12005,86000US05442,241,24519
12006,86000US05443,5384,29399
12007,86000US05444,1316,35987
12008,86000US05445,3056,44769
12009,86000US05446,12774,32502
12010,86000US05447,89,33750
12011,86000US05448,972,32969
12012,86000US05450,3989,25592
12013,86000US05452,16027,34853
12014,86000US05454,3748,37500
12015,86000US05455,882,30387
12016,86000US05456,1124,26180
12017,86000US05457,1114,33108
12018,86000US05458,1925,33056
12019,86000US05459,1900,27019
12020,86000US05461,3869,31383
12021,86000US05462,1623,34620
12022,86000US05463,420,20688
12023,86000US05464,2206,32064
12024,86000US05465,4232,42014
12025,86000US05468,10479,34868
12026,86000US05471,599,26250
12027,86000US05472,1366,30594
12028,86000US05473,1260,35091
12029,86000US05474,749,36645
12030,86000US05476,2693,20368
12031,86000US05477,3641,34591
12032,86000US05478,11213,29807
12033,86000US05481,0,.
12034,86000US05482,6127,40254
12035,86000US05483,1184,28221
12036,86000US05485,16,46500
12037,86000US05486,1343,30747
12038,86000US05487,1193,29904
12039,86000US05488,6523,25509
12040,86000US05489,2545,40399
12041,86000US05491,4901,26937
12042,86000US05492,563,28606
12043,86000US05494,1412,36573
12044,86000US05495,7646,36387
12045,86000US05602,9698,32754
12046,86000US05640,209,20250
12047,86000US05641,14572,27597
12048,86000US05647,872,22805
12049,86000US05648,317,45833
12050,86000US05649,758,30465
12051,86000US05650,892,30076
12052,86000US05651,1273,31928
12053,86000US05652,719,24583
12054,86000US05653,338,21818
12055,86000US05654,583,31078
12056,86000US05655,2471,25180
12057,86000US05656,2864,16265
12058,86000US05657,43,29625
12059,86000US05658,1181,25072
12060,86000US05660,1415,39412
12061,86000US05661,4879,27595
12062,86000US05663,5962,19336
12063,86000US05664,0,.
12064,86000US05667,1914,25619
12065,86000US05669,529,23750
12066,86000US05672,3604,33564
12067,86000US05673,1963,38663
12068,86000US05674,1245,33333
12069,86000US05675,910,26164
12070,86000US05676,4282,32817
